Spells.py	Deals [*_dark:dark] damage to one target.	対象1体に[*ダーク:dark]ダメージを与える。
Spells.py	Slain living units are raised as skeletons.	生物のユニットが死亡した場合、スケルトンとして復活する。
Spells.py	"Raised skeletons have max HP equal to that of the slain unit, and deal [*_physical:physical] damage in melee."	スケルトンは死亡したユニットと同じ最大ＨＰを持ち、近接攻撃で[*物理:physical]ダメージを与える。
Spells.py	Skeletons of flying units can fly.	飛行ユニットのスケルトンは飛行できる。
Spells.py	Deals [*:damage] [fire] damage to units in a [*_tile:radius] burst.	[*ファイア:fire]ダメージを半径[*タイル:radius]内のユニットに与える。
Spells.py	Deal [*_physical:physical] damage to the target.	対象に[*物理:physical]ダメージを与える。
Spells.py	"Then, deal [*_ice:ice] to the target and a [*_tile:radius] area around it."	その後、[*アイス:ice]ダメージを対象とその周囲[*タイル:radius]の範囲に与える。
Spells.py	"If cast on a chasm tile, creates a floor tile."	断崖タイルに唱えると、床タイルを作成する。
Spells.py	"Deals [*_dark:dark] damage to target unit each turn for [*_turns:duration], healing the caster for the same amount."	対象ユニットに[*ダーク:dark]ダメージを[*ターン:duration]の間毎ターン与え、詠唱者を同じだけ回復する。
Spells.py	Deals [*_lightning:lightning] damage in a beam.	ビーム状に[*ライトニング:lightning]ダメージを与える。
Spells.py	Deal [*_arcane:arcane] damage to the target.	対象に[*アーケイン:arcane]ダメージを与える。
Spells.py	Deal [*_physical:physical] damage to target unit.	対象ユニットに[*物理:physical]ダメージを与える。
Spells.py	That unit is [poisoned] for [*_turns:duration].	そのユニットは[*ターン:duration]の間[毒:poison]状態になる。
Spells.py	[Poisoned] units take * [poison] damage each turn and cannot heal.	[毒:poison]状態のユニットは毎ターン*の[ポイズン:poison]ダメージを受け、回復できない。
Spells.py	Summon a wolf with a leap attack.	跳躍攻撃を持つウルフを召喚する。
Spells.py	"Deals [*_fire:fire] damage, [*_lightning:lightning] damage, and [*_physical:physical] damage to the target."	対象に[*ファイア:fire]ダメージと[*ライトニング:lightning]ダメージと[*物理:physical]ダメージを与える。
Spells.py	All allied units gain stacking [*_damage:damage] bonus to their fire and physical abilities.	すべての味方ユニットは、ファイアと物理の能力に累積する[*ダメージ:damage]ボーナスを得る。
Spells.py	Lasts [*_turns:duration].	[*ターン:duration]続く。
Spells.py	Deals [*_physical:physical] damage to all units in a line.	直線上のすべてのユニットに[*物理:physical]ダメージを与える。
Spells.py	This spell can target and destroy a wall tile.	この呪文は壁タイルを対象にして破壊できる。
Spells.py	Fire [*_bolts:num_targets] of chaotic energy at random units in a cone.	コーン内のランダムなユニットに混沌の力を[*本のボルト:num_targets]にして放つ。
Spells.py	"Each bolt randomly deals [*_fire:fire], [*_lightning:lightning], or [*_physical:physical] damage."	各ボルトは[*ファイア:fire]か[*ライトニング:lightning]か[*物理:physical]ダメージをランダムに与える。
Spells.py	Deal [*_arcane:arcane] to an enemy unit.	敵ユニット1体に[*アーケイン:arcane]ダメージを与える。
Spells.py	"Then, if the target is under *% HP, deal it an additional [*_dark:dark] damage."	その後、対象のＨＰが*%以下なら、追加で[*ダーク:dark]ダメージを与える。
Spells.py	Can only target [living] units.	[生物:living]ユニットのみを対象にできる。
Spells.py	Teleport all units in a [*_tile:radius] radius to random locations	半径[*タイル:radius]内のすべてのユニットをランダムな場所に瞬間移動させる。
Spells.py	The caster is unaffected.	詠唱者は影響を受けない。
Spells.py	"Dreamwalk for * turns.  Afterwards, you are returned to the location you cast it at, restored to the HP you cast it at."	*ターンの間夢遊する。その後、詠唱時の場所に戻り、詠唱時のＨＰに戻る。
Spells.py	Casting Dreamwalk while dreamwalk is already active will simply end the current walk.	既に夢遊しているときにドリームウォークを唱えると、現在の夢遊を終了する。
Spells.py	"Every [*_turns:shot_cooldown], deals [*_fire:fire] damage to a random enemy unit in line of sight."	[*ターン:shot_cooldown]ごとに、視界内のランダムな敵ユニットに[*ファイア:fire]ダメージを与える。
Spells.py	Lasts [*_turns:duration].	[*ターン:duration]続く。
